Spotify URI,artist,album,rating,release,link,added
spotify:track:3c5oaMUdglvVOMXqA5fs5s,Kendrick Lamar,"good kid, m.A.A.d city",,,https://open.spotify.com/track/3c5oaMUdglvVOMXqA5fs5s,2014-06-03T16:05:22Z
spotify:track:2N1QshVeKHH6yKoH21CHdX,Good Old War,Good Old War,,,https://open.spotify.com/track/2N1QshVeKHH6yKoH21CHdX,2014-06-03T16:05:22Z
spotify:track:5OA2EQqiP7r7Zcl6nw8ICW,Aloe Blacc,Good Things,,,https://open.spotify.com/track/5OA2EQqiP7r7Zcl6nw8ICW,2014-06-03T16:05:22Z
spotify:track:1OZEDKPq9M7j2VbIITNaxn,The Hush Sound,Goodbye Blues,,,https://open.spotify.com/track/1OZEDKPq9M7j2VbIITNaxn,2014-06-03T16:05:22Z
spotify:track:4Sfa7hdVkqlM8UW5LsSY3F,Passion Pit,Gossamer,,,https://open.spotify.com/track/4Sfa7hdVkqlM8UW5LsSY3F,2014-06-03T16:05:22Z
spotify:track:7JSxNSCtlxYX0wNfzBz8Vc,Big Sean,Hall Of Fame,,,https://open.spotify.com/track/7JSxNSCtlxYX0wNfzBz8Vc,2014-06-03T16:05:22Z
spotify:track:25Sd73fleKUVPNqITPZkn1,The Gaslight Anthem,Handwritten,,,https://open.spotify.com/track/25Sd73fleKUVPNqITPZkn1,2014-06-03T16:05:22Z
spotify:track:06N8bsQCl8uFzNcECsIIkD,Bastille,Haunt EP,,,https://open.spotify.com/track/06N8bsQCl8uFzNcECsIIkD,2014-06-03T16:05:22Z
spotify:track:4eAHf5P7axinNfty0n3K7w,Karmin,Hello,,,https://open.spotify.com/track/4eAHf5P7axinNfty0n3K7w,2014-06-03T16:05:22Z
spotify:track:2CDO6TenVIZkRbMNNErpdT,Foals,Holy Fire,,,https://open.spotify.com/track/2CDO6TenVIZkRbMNNErpdT,2014-06-03T16:05:22Z
spotify:track:4NgHCEYBTA4ZzYa2tzOYyy,Chris Thile,How To Grow A Woman From The Ground,,,https://open.spotify.com/track/4NgHCEYBTA4ZzYa2tzOYyy,2014-06-03T16:05:22Z
spotify:track:6SgHlKcfkRQ6XohmDR1ugQ,Local Natives,Hummingbird,,,https://open.spotify.com/track/6SgHlKcfkRQ6XohmDR1ugQ,2014-06-03T16:05:22Z
spotify:track:733uyTIwPCInHktZWeQ3IM,M83,Hurry Up We're Dreaming,,,https://open.spotify.com/track/733uyTIwPCInHktZWeQ3IM,2014-06-03T16:05:22Z
spotify:track:6mAuw7R6u4vlNneuBgnC8K,The Neighbourhood,I Love You.,,,https://open.spotify.com/track/6mAuw7R6u4vlNneuBgnC8K,2014-06-03T16:05:22Z
spotify:track:4JuTbcL9N1DRZVeNF7s5oS,Incubus,"If Not Now, When?",,,https://open.spotify.com/track/4JuTbcL9N1DRZVeNF7s5oS,2014-06-03T16:05:22Z
spotify:track:1fzJyTCKeZuTSLByCsLRHl,Capital Cities,In A Tidal Wave Of Mystery,,,https://open.spotify.com/track/1fzJyTCKeZuTSLByCsLRHl,2014-06-03T16:05:22Z
spotify:track:2E3GzihEMhgv0mHxKwor9E,Department Of Eagles,In Ear Park,,,https://open.spotify.com/track/2E3GzihEMhgv0mHxKwor9E,2014-06-03T16:05:22Z
spotify:track:4ftnlzPsC9gyr7r9PUXmf1,Four Year Strong,"In Some Way, Shape, Or Form.",,,https://open.spotify.com/track/4ftnlzPsC9gyr7r9PUXmf1,2014-06-03T16:05:22Z
spotify:track:17Nowmq4iF2rkbd1rAe1Vt,Neutral Milk Hotel,In the Aeroplane Over the Sea,,,https://open.spotify.com/track/17Nowmq4iF2rkbd1rAe1Vt,2014-06-03T16:05:22Z
spotify:track:27AcBstQKHaxnXZbAh10aM,Lily Allen,"It's Not Me, It's You",,,https://open.spotify.com/track/27AcBstQKHaxnXZbAh10aM,2014-06-03T16:05:22Z
spotify:track:2jZgzSxNSg1hTCq0ewWHGJ,The Kooks,Junk Of The Heart,,,https://open.spotify.com/track/2jZgzSxNSg1hTCq0ewWHGJ,2014-06-03T16:05:22Z
spotify:track:4nPk1gSs64kCQWhLNKswlJ,Kanye West,Kanye West Presents Good Music Cruel Summer,,,https://open.spotify.com/track/4nPk1gSs64kCQWhLNKswlJ,2014-06-03T16:05:22Z
spotify:track:2VfUTuIeW7RJkLKkQyp9Zj,O.A.R.,King,,,https://open.spotify.com/track/2VfUTuIeW7RJkLKkQyp9Zj,2014-06-03T16:05:22Z
spotify:track:2VsKRSTNF6BiUQU8dOFIwY,Cassino,Kingprince,,,https://open.spotify.com/track/2VsKRSTNF6BiUQU8dOFIwY,2014-06-03T16:05:22Z
spotify:track:2CIn41TnjMvuss4hkDj2vS,Lady Danville,Lady Danville EP,,,https://open.spotify.com/track/2CIn41TnjMvuss4hkDj2vS,2014-06-03T16:05:22Z
spotify:track:6L90F9iz3NqKIrgHsDlaCi,Frank Turner,Last Minutes and Lost Evenings,,,https://open.spotify.com/track/6L90F9iz3NqKIrgHsDlaCi,2014-06-03T16:05:22Z
spotify:track:2bOnU0jbVPLtmQ3ICudcnp,Haley Reinhart,Listen Up!,,,https://open.spotify.com/track/2bOnU0jbVPLtmQ3ICudcnp,2014-06-03T16:05:22Z
spotify:track:1SqwLblPWSihJlNC1AK0mz,Norah Jones,Little Broken Hearts,,,https://open.spotify.com/track/1SqwLblPWSihJlNC1AK0mz,2014-06-03T16:05:22Z
spotify:track:2oNYsdCasRRlz1shXFAz7D,Linkin Park,LIVING THINGS,,,https://open.spotify.com/track/2oNYsdCasRRlz1shXFAz7D,2014-06-03T16:05:22Z
spotify:track:6W7EVJvJBIEuXMc9b7bHEQ,Thirty Seconds To Mars,LOVE LUST FAITH + DREAMS,,,https://open.spotify.com/track/6W7EVJvJBIEuXMc9b7bHEQ,2014-06-03T16:05:22Z
spotify:track:0tVZk9Cg8jjMHWbAyoJ7JB,Gold Panda,Lucky Shiner,,,https://open.spotify.com/track/0tVZk9Cg8jjMHWbAyoJ7JB,2014-06-03T16:05:22Z
spotify:track:7nFhY7QLVCQQ7lauN5rcAE,Go Radio,Lucky Street,,,https://open.spotify.com/track/7nFhY7QLVCQQ7lauN5rcAE,2014-06-03T16:05:22Z
spotify:track:37jTPJgwCCmIGMPB45jrPV,JAY Z,Magna Carta... Holy Grail,,,https://open.spotify.com/track/37jTPJgwCCmIGMPB45jrPV,2014-06-03T16:05:22Z
spotify:track:1WWkbYXkkcDKE48sbYgTrA,Speedy Ortiz,Major Arcana,,,https://open.spotify.com/track/1WWkbYXkkcDKE48sbYgTrA,2014-06-03T16:05:22Z
spotify:track:19P71SNCN1MlI2L9pqdokP,Thrice,Major/Minor,,,https://open.spotify.com/track/19P71SNCN1MlI2L9pqdokP,2014-06-03T16:05:22Z
spotify:track:5p8txHCaXppcqCyQCt0vb2,Rocky Votolato,Makers,,,https://open.spotify.com/track/5p8txHCaXppcqCyQCt0vb2,2014-06-03T16:05:22Z
spotify:track:7wVpYnejeLHwsvAVuLaYfB,Marianas Trench,Marianas Trench,,,https://open.spotify.com/track/7wVpYnejeLHwsvAVuLaYfB,2014-06-03T16:05:22Z
spotify:track:4v1DBjXexqj9YCvGKOWEY1,Mayday Parade,Mayday Parade,,,https://open.spotify.com/track/4v1DBjXexqj9YCvGKOWEY1,2014-06-03T16:05:22Z
spotify:track:5r5Lj2MkgwQJz6TaBdL865,Cage The Elephant,Melophobia,,,https://open.spotify.com/track/5r5Lj2MkgwQJz6TaBdL865,2014-06-03T16:05:22Z
spotify:track:0Em7kYMP9LGyRNc7KroJTZ,Broken Bells,Meyrin Fields EP,,,https://open.spotify.com/track/0Em7kYMP9LGyRNc7KroJTZ,2014-06-03T16:05:22Z
spotify:track:5x823Kkxfwzs8d6mLgGk6y,Little People,Mickey Mouse Operation,,,https://open.spotify.com/track/5x823Kkxfwzs8d6mLgGk6y,2014-06-03T16:05:22Z
spotify:track:3yaFjAn6FwqgbuPMpV7Tix,Milo Greene,Milo Greene,,,https://open.spotify.com/track/3yaFjAn6FwqgbuPMpV7Tix,2014-06-03T16:05:22Z
spotify:track:0JQqJ4BbSBL0Kz7GHaajtY,Young the Giant,Mind Over Matter,,,https://open.spotify.com/track/0JQqJ4BbSBL0Kz7GHaajtY,2014-06-03T16:05:22Z
spotify:track:2gKZXeCTkQjblUQgnKF7Ow,Vampire Weekend,Modern Vampires of the City,,,https://open.spotify.com/track/2gKZXeCTkQjblUQgnKF7Ow,2014-06-03T16:05:22Z
spotify:track:2Yf3geUFcl0mzxvXm7qrdX,Mayday Parade,Monsters in the Closet,,,https://open.spotify.com/track/2Yf3geUFcl0mzxvXm7qrdX,2014-06-03T16:05:22Z
spotify:track:00DOHa1mrCvWsOHCJtvS2h,Boy & Bear,Moonfire,,,https://open.spotify.com/track/00DOHa1mrCvWsOHCJtvS2h,2014-06-03T16:05:22Z
spotify:track:2AYEOC02WLhUiOoaig2SEH,Fitz and The Tantrums,More Than Just A Dream,,,https://open.spotify.com/track/2AYEOC02WLhUiOoaig2SEH,2014-06-03T16:05:22Z
spotify:track:437eYj78k09yVypb51sm0H,WHY?,"Mumps, etc.",,,https://open.spotify.com/track/437eYj78k09yVypb51sm0H,2014-06-03T16:05:22Z
spotify:track:1hxq7kWQnwdhxgpEugBMGk,Of Monsters and Men,My Head Is An Animal,,,https://open.spotify.com/track/1hxq7kWQnwdhxgpEugBMGk,2014-06-03T16:05:22Z
spotify:track:3vCzHYgSjMuGjFMfJSCx4c,Coldplay,Mylo Xyloto,,,https://open.spotify.com/track/3vCzHYgSjMuGjFMfJSCx4c,2014-06-03T16:05:22Z
spotify:track:4G8gkOterJn0Ywt6uhqbhp,Imagine Dragons,Night Visions,,,https://open.spotify.com/track/4G8gkOterJn0Ywt6uhqbhp,2014-06-03T16:05:22Z
spotify:track:6x1eNB6mT6Yg8eO14xvZR6,TV On The Radio,Nine Types of Light,,,https://open.spotify.com/track/6x1eNB6mT6Yg8eO14xvZR6,2014-06-03T16:05:22Z
spotify:track:6R0kMN7MwDYzPt0MfRVt77,Big Gigantic,Nocturnal,,,https://open.spotify.com/track/6R0kMN7MwDYzPt0MfRVt77,2014-06-03T16:05:22Z
spotify:track:5G1TAUePkAdd6gn7AYPPoU,Aesop Rock,None Shall Pass,,,https://open.spotify.com/track/5G1TAUePkAdd6gn7AYPPoU,2014-06-03T16:05:22Z
spotify:track:4mZkG8IIAmVvNqu3kKAfOp,Matchbox Twenty,North,,,https://open.spotify.com/track/4mZkG8IIAmVvNqu3kKAfOp,2014-06-03T16:05:22Z
spotify:track:5WlGOU9WVSW9fZXoVfHNsZ,Mutemath,Odd Soul,,,https://open.spotify.com/track/5WlGOU9WVSW9fZXoVfHNsZ,2014-06-03T16:05:22Z
spotify:track:5kXMvMskvoBUhDBvulAcnV,Chef'Special,One For The Mrs.,,,https://open.spotify.com/track/5kXMvMskvoBUhDBvulAcnV,2014-06-03T16:05:22Z
spotify:track:3SAqw0mM2pihDo5lkhY0Ez,Parachute,Overnight,,,https://open.spotify.com/track/3SAqw0mM2pihDo5lkhY0Ez,2014-06-03T16:05:22Z
spotify:track:6r9cqn3KG824MXSo7sHPlK,Paramore,Paramore,,,https://open.spotify.com/track/6r9cqn3KG824MXSo7sHPlK,2014-06-03T16:05:22Z
spotify:track:55pJsTiiYExxXRyav6uKv0,Ruth,Payola,,,https://open.spotify.com/track/55pJsTiiYExxXRyav6uKv0,2014-06-03T16:05:22Z
spotify:track:3VaMGSBu4Oq5yco0UbzUzz,The Classic Crime,Phoenix,,,https://open.spotify.com/track/3VaMGSBu4Oq5yco0UbzUzz,2014-06-03T16:05:22Z
spotify:track:4Idu1EmLxjXeuyMvCcOI7k,Fitz and The Tantrums,Pickin' Up The Pieces,,,https://open.spotify.com/track/4Idu1EmLxjXeuyMvCcOI7k,2014-06-03T16:05:22Z
spotify:track:6LmbPdtYR4BsLB9vGB8C2J,Windoview,Pine Island,,,https://open.spotify.com/track/6LmbPdtYR4BsLB9vGB8C2J,2014-06-03T16:05:22Z
spotify:track:4vg1R4QYoWSFUUj2qX5L5K,The Shins,Port Of Morrow,,,https://open.spotify.com/track/4vg1R4QYoWSFUUj2qX5L5K,2014-06-03T16:05:22Z
spotify:track:6F5c58TMEs1byxUstkzVeM,Katy Perry,PRISM,,,https://open.spotify.com/track/6F5c58TMEs1byxUstkzVeM,2014-06-03T16:05:22Z
spotify:track:74fpNVAJrKGQuqHETi4WSt,Lorde,Pure Heroine,,,https://open.spotify.com/track/74fpNVAJrKGQuqHETi4WSt,2014-06-03T16:05:22Z
spotify:track:6nDrLp6Mwtue3MUvWPuQpZ,Ra Ra Riot,Ra Ra Riot,,,https://open.spotify.com/track/6nDrLp6Mwtue3MUvWPuQpZ,2014-06-03T16:05:22Z
spotify:track:6Petd19XgvGGRymauFMWR8,Vanessa Carlton,Rabbits on the Run,,,https://open.spotify.com/track/6Petd19XgvGGRymauFMWR8,2014-06-03T16:05:22Z
spotify:track:0dEIca2nhcxDUV8C5QkPYb,Daft Punk,Random Access Memories,,,https://open.spotify.com/track/0dEIca2nhcxDUV8C5QkPYb,2014-06-03T16:05:22Z
spotify:track:5U9EMm29D3hQdGcXGypdk3,Das Racist,Relax,,,https://open.spotify.com/track/5U9EMm29D3hQdGcXGypdk3,2014-06-03T16:05:22Z
spotify:track:3XFg1cuEFsImBrAwulPZA8,Senses Fail,Renacer,,,https://open.spotify.com/track/3XFg1cuEFsImBrAwulPZA8,2014-06-03T16:05:22Z
spotify:track:6hp0D02uXVXvmaDSLhFjAa,Marcus Miller,Renaissance,,,https://open.spotify.com/track/6hp0D02uXVXvmaDSLhFjAa,2014-06-03T16:05:22Z
spotify:track:3DvZZTxVrDHyiFkEXTJR7A,Jukebox The Ghost,Safe Travels,,,https://open.spotify.com/track/3DvZZTxVrDHyiFkEXTJR7A,2014-06-03T16:05:22Z
spotify:track:5OojmQ36TXkfL2JfoFJcaq,Sufjan Stevens,Seven Swans,,,https://open.spotify.com/track/5OojmQ36TXkfL2JfoFJcaq,2014-06-03T16:05:22Z
spotify:track:1BH5f9RHwlcLR6h3fG9z4M,Grizzly Bear,Shields,,,https://open.spotify.com/track/1BH5f9RHwlcLR6h3fG9z4M,2014-06-03T16:05:22Z
spotify:track:6UScUoDL7HC9k2dq3w5sDt,The Heralds Of Change,Show You,,,https://open.spotify.com/track/6UScUoDL7HC9k2dq3w5sDt,2014-06-03T16:05:22Z
spotify:track:0fEVDBWQmRk0LxEJpvRWZA,Shwayze,Shwayzed and Confused - EP,,,https://open.spotify.com/track/0fEVDBWQmRk0LxEJpvRWZA,2014-06-03T16:05:22Z
spotify:track:2JLig04VzQnguPxY5ie2PP,Lights,Siberia,,,https://open.spotify.com/track/2JLig04VzQnguPxY5ie2PP,2014-06-03T16:05:22Z
spotify:track:11GbrQAPK7lAFi0iBsJZrt,Mumford & Sons,Sigh No More,,,https://open.spotify.com/track/11GbrQAPK7lAFi0iBsJZrt,2014-06-03T16:05:22Z
spotify:track:2z8b9wMYadM3zNLXbjBVkX,The Hush Sound,So Sudden,,,https://open.spotify.com/track/2z8b9wMYadM3zNLXbjBVkX,2014-06-03T16:05:22Z
spotify:track:0KQ1LhU7vGiXqn7eAw1nfl,Meg & Dia,"Something Real & Here, Here and Here",,,https://open.spotify.com/track/0KQ1LhU7vGiXqn7eAw1nfl,2014-06-03T16:05:22Z
spotify:track:0By77JE2NNGVpQZ336n3bq,Yellowcard,Southern Air,,,https://open.spotify.com/track/0By77JE2NNGVpQZ336n3bq,2014-06-03T16:05:22Z
spotify:track:3Yi5536bOCkKr18Sip3gCM,Matisyahu,Spark Seeker,,,https://open.spotify.com/track/3Yi5536bOCkKr18Sip3gCM,2014-06-03T16:05:22Z
spotify:track:2O748MOUwfYrYHZDTImOeA,Keane,Strangeland,,,https://open.spotify.com/track/2O748MOUwfYrYHZDTImOeA,2014-06-03T16:05:22Z
spotify:track:2FtIPDKw4ji76Q58XkRz0w,The Airborne Toxic Event,Such Hot Blood,,,https://open.spotify.com/track/2FtIPDKw4ji76Q58XkRz0w,2014-06-03T16:05:22Z
spotify:track:6KRpJT14N5lvLP6zo1QPoB,Gavin DeGraw,Sweeter,,,https://open.spotify.com/track/6KRpJT14N5lvLP6zo1QPoB,2014-06-03T16:05:22Z
spotify:track:5kp3TdrYzEIopIJXTJiBdV,The Young Veins,Take A Vacation!,,,https://open.spotify.com/track/5kp3TdrYzEIopIJXTJiBdV,2014-06-03T16:05:22Z
spotify:track:77xgXc56h19AhTLKrWcijW,Kris Allen,Thank You Camellia,,,https://open.spotify.com/track/77xgXc56h19AhTLKrWcijW,2014-06-03T16:05:22Z
spotify:track:4tVEJTR4VgBvvb2R6phA2v,Justin Timberlake,The 20/20 Experience,,,https://open.spotify.com/track/4tVEJTR4VgBvvb2R6phA2v,2014-06-03T16:05:22Z
spotify:track:462tT5pBVstoLcOSJsBBKw,The Band Perry,The Band Perry,,,https://open.spotify.com/track/462tT5pBVstoLcOSJsBBKw,2014-06-03T16:05:22Z
spotify:track:6Uy6K3KdmUdAfelUp0SeXn,Sara Bareilles,The Blessed Unrest,,,https://open.spotify.com/track/6Uy6K3KdmUdAfelUp0SeXn,2014-06-03T16:05:22Z
spotify:track:1HSWKn5hFsaHiGMnoBPsYr,CHVRCHES,The Bones of What You Believe,,,https://open.spotify.com/track/1HSWKn5hFsaHiGMnoBPsYr,2014-06-03T16:05:22Z
spotify:track:74M3xchD6iD3asnCuhsrIn,Janelle Monáe,The Electric Lady,,,https://open.spotify.com/track/74M3xchD6iD3asnCuhsrIn,2014-06-03T16:05:22Z
spotify:track:3vMzYRXtJvyBlQYgUBPkVp,Radical Face,The Family Tree: The Roots,,,https://open.spotify.com/track/3vMzYRXtJvyBlQYgUBPkVp,2014-06-03T16:05:22Z
spotify:track:3ewjQAhPCDhBsAeuB5xxEz,Streetlight Manifesto,The Hands That Thieve,,,https://open.spotify.com/track/3ewjQAhPCDhBsAeuB5xxEz,2014-06-03T16:05:22Z
spotify:track:2nRYYK0k2xWA4m8Uq57pAJ,Macklemore & Ryan Lewis,The Heist,,,https://open.spotify.com/track/2nRYYK0k2xWA4m8Uq57pAJ,2014-06-03T16:05:22Z
spotify:track:7iysRyjaKu0dtF4mtJyuUb,City and Colour,The Hurry And The Harm,,,https://open.spotify.com/track/7iysRyjaKu0dtF4mtJyuUb,2014-06-03T16:05:22Z
spotify:track:6LGIbzkYlHJIs4A8xuT54l,Radiohead,The King Of Limbs,,,https://open.spotify.com/track/6LGIbzkYlHJIs4A8xuT54l,2014-06-03T16:05:22Z
spotify:track:1ywFWiTDPQcC8JfrX1l0gq,Lorde,The Love Club EP,,,https://open.spotify.com/track/1ywFWiTDPQcC8JfrX1l0gq,2014-06-03T16:05:22Z
spotify:track:4BDpHt1JrVQzaU7E6RBbXh,The Lumineers,The Lumineers,,,https://open.spotify.com/track/4BDpHt1JrVQzaU7E6RBbXh,2014-06-03T16:05:22Z
spotify:track:3IaAYtmN8T0YIYVqnxNnVz,Eminem,The Marshall Mathers LP2,,,https://open.spotify.com/track/3IaAYtmN8T0YIYVqnxNnVz,2014-06-03T16:05:22Z
spotify:track:2Yz2Z1ENB85nYrK3Rg2qxO,Bonobo,The North Borders,,,https://open.spotify.com/track/2Yz2Z1ENB85nYrK3Rg2qxO,2014-06-03T16:05:22Z
spotify:track:4nuSc1qK94t7hAQvEyyvZO,Ra Ra Riot,The Orchard,,,https://open.spotify.com/track/4nuSc1qK94t7hAQvEyyvZO,2014-06-03T16:05:22Z
spotify:track:5gPVhz4Z1YtVUFhUBmcrDR,NEEDTOBREATHE,The Outsiders,,,https://open.spotify.com/track/5gPVhz4Z1YtVUFhUBmcrDR,2014-06-03T16:05:22Z
spotify:track:4pjoAqLP1q864WMgLBcnIX,Gym Class Heroes,The Papercut Chronicles II,,,https://open.spotify.com/track/4pjoAqLP1q864WMgLBcnIX,2014-06-03T16:05:22Z
spotify:track:5tcJoZomYhGomzrPpVTkvg,Timeflies,The Scotch Tape,,,https://open.spotify.com/track/5tcJoZomYhGomzrPpVTkvg,2014-06-03T16:05:22Z
spotify:track:4TtZOvGeDao0dBzBd0YiA1,Ben Folds Five,The Sound Of The Life Of The Mind,,,https://open.spotify.com/track/4TtZOvGeDao0dBzBd0YiA1,2014-06-03T16:05:22Z
spotify:track:4IV1dpEBoeGhZMcFRm7DmR,Eisley,The Valley,,,https://open.spotify.com/track/4IV1dpEBoeGhZMcFRm7DmR,2014-06-03T16:05:22Z
spotify:track:3Q4SanWeoRWhjohIHYHXAT,The Lonely Island,The Wack Album,,,https://open.spotify.com/track/3Q4SanWeoRWhjohIHYHXAT,2014-06-03T16:05:22Z
spotify:track:69CKj4XCzIY89pYoiAaHwP,Wilco,The Whole Love,,,https://open.spotify.com/track/69CKj4XCzIY89pYoiAaHwP,2014-06-03T16:05:22Z
spotify:track:468hHl1EYz3BwQmEahR65X,RJD2,Things Go Better: Instrumentals,,,https://open.spotify.com/track/468hHl1EYz3BwQmEahR65X,2014-06-03T16:05:22Z
spotify:track:5AeoHJUx0PJXAzN425xryh,Gregory Alan Isakov,This Empty Northern Hemisphere,,,https://open.spotify.com/track/5AeoHJUx0PJXAzN425xryh,2014-06-03T16:05:22Z
spotify:track:3fxpiHcGofUL6rUwVWHs2u,Silverstein,This Is How the Wind Shifts,,,https://open.spotify.com/track/3fxpiHcGofUL6rUwVWHs2u,2014-06-03T16:05:22Z
spotify:track:7GUsePxO5mfYZPJxjgMCIT,WALK THE MOON,Tightrope EP,,,https://open.spotify.com/track/7GUsePxO5mfYZPJxjgMCIT,2014-06-03T16:05:22Z
spotify:track:5abrGwL2FnWpzGvf1WEam5,TNGHT,TNGHT,,,https://open.spotify.com/track/5abrGwL2FnWpzGvf1WEam5,2014-06-03T16:05:22Z
spotify:track:44a2ChexqtwN06xwhxflMr,Panda Bear,Tomboy,,,https://open.spotify.com/track/44a2ChexqtwN06xwhxflMr,2014-06-03T16:05:22Z
spotify:track:4VbDJMkAX3dWNBdn3KH6Wx,Foster The People,Torches,,,https://open.spotify.com/track/4VbDJMkAX3dWNBdn3KH6Wx,2014-06-03T16:05:22Z
spotify:track:17ZGqx0ixZxVGD3Z0bZduO,Two Door Cinema Club,Tourist History,,,https://open.spotify.com/track/17ZGqx0ixZxVGD3Z0bZduO,2014-06-03T16:05:22Z
spotify:track:4P8vKdyODuHyJt5QCkTYsu,V V Brown,Travelling Like The Light,,,https://open.spotify.com/track/4P8vKdyODuHyJt5QCkTYsu,2014-06-03T16:05:22Z
spotify:track:6yIMatK8OCXC3GuIlwHxuM,Zac Brown Band,Uncaged,,,https://open.spotify.com/track/6yIMatK8OCXC3GuIlwHxuM,2014-06-03T16:05:22Z
spotify:track:3dtf3Y9J1Yba0pq4J9JtBx,B.o.B,Underground Luxury,,,https://open.spotify.com/track/3dtf3Y9J1Yba0pq4J9JtBx,2014-06-03T16:05:22Z
spotify:track:42Yf1IB5PIISezS04U2J38,Counting Crows,Underwater Sunshine (or What We Did On Our Summer Vacation),,,https://open.spotify.com/track/42Yf1IB5PIISezS04U2J38,2014-06-03T16:05:22Z
spotify:track:5PxRyWHWCKECyrAhbYZ7Fl,The Roots,Undun,,,https://open.spotify.com/track/5PxRyWHWCKECyrAhbYZ7Fl,2014-06-03T16:05:22Z
spotify:track:4Nk8eEs88OXTxHdQsLDwyZ,Edward Sharpe & The Magnetic Zeros,Up From Below,,,https://open.spotify.com/track/4Nk8eEs88OXTxHdQsLDwyZ,2014-06-03T16:05:22Z
spotify:track:773xZHHSHJvC1z3AAtWgH6,Twenty One Pilots,Vessel,,,https://open.spotify.com/track/773xZHHSHJvC1z3AAtWgH6,2014-06-03T16:05:22Z
spotify:track:5Umz177xcNNUHju1W3Z1ds,Big Boi,Vicious Lies and Dangerous Rumors,,,https://open.spotify.com/track/5Umz177xcNNUHju1W3Z1ds,2014-06-03T16:05:22Z
spotify:track:1PxTFIjG0IjuQDILHr4bXJ,Aloe Blacc,Wake Me Up,,,https://open.spotify.com/track/1PxTFIjG0IjuQDILHr4bXJ,2014-06-03T16:05:22Z
spotify:track:52lA2K0ZOxbXFfstRX0WrS,Youngblood Hawke,Wake Up,,,https://open.spotify.com/track/52lA2K0ZOxbXFfstRX0WrS,2014-06-03T16:05:22Z
spotify:track:2CdNHP8DJ5tfbRoIRdcTeE,WALK THE MOON,Walk The Moon,,,https://open.spotify.com/track/2CdNHP8DJ5tfbRoIRdcTeE,2014-06-03T16:05:22Z
spotify:track:1P5R9D8rslb3IcAXQEoIqR,Wakey!Wakey!,War Sweater EP,,,https://open.spotify.com/track/1P5R9D8rslb3IcAXQEoIqR,2014-06-03T16:05:22Z
spotify:track:1oLeWAIgqKJ5abjqpCowDQ,Little People,We Are But Hunks Of Wood,,,https://open.spotify.com/track/1oLeWAIgqKJ5abjqpCowDQ,2014-06-03T16:05:22Z
spotify:track:1fNFqkQgRpF0b0HxQcBFk7,Joshua Radin,We Were Here,,,https://open.spotify.com/track/1fNFqkQgRpF0b0HxQcBFk7,2014-06-03T16:05:22Z
spotify:track:134z0o6YUyZMPsk2oHHVdK,NERO,Welcome Reality,,,https://open.spotify.com/track/134z0o6YUyZMPsk2oHHVdK,2014-06-03T16:05:22Z
spotify:track:6PVdjT8BYxFFGiAFDhjNVM,K.Flay,What If It Is,,,https://open.spotify.com/track/6PVdjT8BYxFFGiAFDhjNVM,2014-06-03T16:05:22Z
spotify:track:7iHjgKuSybtWWE8JPUA6tT,Regina Spektor,What We Saw From The Cheap Seats,,,https://open.spotify.com/track/7iHjgKuSybtWWE8JPUA6tT,2014-06-03T16:05:22Z
spotify:track:1sMvN647KSCzhLs37Bd2rn,Yellowcard,"When You're Through Thinking, Say Yes",,,https://open.spotify.com/track/1sMvN647KSCzhLs37Bd2rn,2014-06-03T16:05:22Z
spotify:track:77FBkbClSCpvxITZ1ONyY6,Yellowcard,"When You're Through Thinking, Say Yes (Acoustic)",,,https://open.spotify.com/track/77FBkbClSCpvxITZ1ONyY6,2014-06-03T16:05:22Z
spotify:track:51aGPWTJCHnRcwYZgxQ0Ym,Jessie J,Who You Are,,,https://open.spotify.com/track/51aGPWTJCHnRcwYZgxQ0Ym,2014-06-03T16:05:22Z
spotify:track:1gqkRc9WtOpnGIqxf2Hvzr,Kanye West,Yeezus,,,https://open.spotify.com/track/1gqkRc9WtOpnGIqxf2Hvzr,2014-06-03T16:05:22Z
spotify:track:33aBPxNC9gNrFA46dAynjw,Mat Kearney,Young Love,,,https://open.spotify.com/track/33aBPxNC9gNrFA46dAynjw,2014-06-03T16:05:22Z
spotify:track:165lX6DbMhTzqODVZKLmkm,Young the Giant,Young the Giant,,,https://open.spotify.com/track/165lX6DbMhTzqODVZKLmkm,2014-06-03T16:05:22Z
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,Daniel Caesar,Freudian,8,2017,https://open.spotify.com/track/,
,,,,,,
,Taylor Swift,reputation,2,2017,https://open.spotify.com/track/,
